condition,rt_reject,choice,session
5,NaN,1,9
5,NaN,1,9
6,1.54663333333997,0,9
5,0.374833333340121,0,9
8,NaN,1,9
8,NaN,1,9
3,0.714733333330059,0,9
1,NaN,1,9
5,NaN,1,9
9,1.50066666666999,0,9
4,NaN,1,9
1,NaN,1,9
7,NaN,1,9
6,NaN,1,9
4,NaN,1,9
7,NaN,1,9
4,NaN,1,9
5,NaN,1,9
4,NaN,1,9
1,3.00440000000003,0,9
2,0.529800000000023,0,9
2,1.03970000000004,0,9
1,NaN,1,9
8,1.50763333332998,0,9
8,1.34366666667006,0,9
7,0.0938666666700101,0,9
8,1.68460000000005,0,9
8,0.288816666670073,0,9
7,2.89343333334,0,9
6,0.0360333333399012,0,9
7,2.9554333333399,0,9
3,0.238833333339926,0,9
6,2.06656666667004,0,9
4,NaN,1,9
8,1.51660000000015,0,9
5,1.08570000000009,0,9
5,0.283833333339999,0,9
4,NaN,1,9
5,1.90756666666994,0,9
2,1.9065999999998,0,9
3,2.37149999999997,0,9
7,NaN,1,9
4,NaN,1,9
3,1.10771666667006,0,9
7,NaN,1,9
1,NaN,1,9
1,NaN,1,9
2,1.96756666667011,0,9
8,1.27166666666994,0,9
8,NaN,1,9
4,NaN,1,9
7,NaN,1,9
6,0.279816666670058,0,9
4,NaN,1,9
6,0.984699999999975,0,9
1,2.02453333333051,0,9
5,0.727733333339529,0,9
1,2.36250000000018,0,9
3,0.554766666669821,0,9
8,NaN,1,9
9,2.70446666667067,0,9
2,0.375833333329865,0,9
9,1.93456666666043,0,9
2,2.41849999999977,0,9
9,1.5816333333305,0,9
6,1.39964999999484,0,9
6,1.44664999999441,0,9
2,1.89356666666981,0,9
2,0.244799999999941,0,9
9,0.499783333335472,0,9
1,NaN,1,9
3,0.696766666659641,0,9
5,1.92156666666961,0,9
9,0.530766666660384,0,9
3,0.408800000000156,0,9
5,NaN,1,9
3,0.739766666670221,0,9
5,NaN,1,9
6,0.537800000000061,0,9
9,1.67759999999998,0,9
9,NaN,1,9
7,NaN,1,9
9,1.95756666665966,0,9
5,NaN,1,9
3,0.435800000000199,0,9
3,0.504766666669639,0,9
4,NaN,1,9
6,0.715766666669879,0,9
9,1.53763333333973,0,9
2,0.326833333340801,0,9
8,0.0698333333302799,0,9
1,0.230833333330338,0,9
6,NaN,1,9
4,NaN,1,9
1,NaN,1,9
8,2.00355000000582,0,9
1,0.462800000000243,0,9
9,2.75946666667005,0,9
9,NaN,1,9
3,0.725750000000517,0,9
2,1.09270000000015,0,9
7,NaN,1,9
6,0.0808333333297924,0,9
8,NaN,1,9
3,0.675783333334948,0,9
3,0.573766666670053,0,9
9,NaN,1,9
3,0.591766666669628,0,9
4,NaN,1,9
6,NaN,1,9
8,NaN,1,9
8,NaN,1,9
2,0.872716666664928,0,9
1,NaN,1,9
7,NaN,1,9
7,NaN,1,9
4,NaN,1,9
6,NaN,1,9
7,NaN,1,9
4,NaN,1,9
7,NaN,1,9
3,1.09271666666473,0,9
1,NaN,1,9
6,0.853716666664695,0,9
9,1.24166666666497,0,9
6,1.28266666667059,0,9
1,NaN,1,9
2,NaN,1,9
5,NaN,1,9
2,1.09969999999976,0,9
6,0.841733333330012,0,9
5,NaN,1,9
9,1.42464999999447,0,9
5,NaN,1,9
6,3.03839999999946,0,9
1,NaN,1,9
9,NaN,1,9
5,NaN,1,9
2,0.814733333329968,0,9
4,NaN,1,9
5,NaN,1,9
4,NaN,1,9
5,NaN,1,9
9,NaN,1,9
3,0.375799999999799,0,9
5,NaN,1,9
8,NaN,1,9
9,2.85745000000497,0,9
8,NaN,1,9
3,0.594766666665237,0,9
3,0.617733333329852,0,9
6,0.790749999994659,0,9
7,NaN,1,9
7,NaN,1,9
8,NaN,1,9
1,NaN,1,9
4,NaN,1,9
7,NaN,1,9
1,NaN,1,9
5,NaN,1,9
2,0.7487500000002,0,9
3,0.60674999999992,0,9
4,NaN,1,9
5,NaN,1,9
2,0.676766666664662,0,9
4,NaN,1,9
7,NaN,1,9
8,NaN,1,9
2,0.660733333329517,0,9
9,1.64260000000013,0,9
8,NaN,1,9
2,0.790733333335083,0,9
1,NaN,1,9
9,2.90143333333481,0,9
5,NaN,1,9
6,NaN,1,9
5,NaN,1,9
8,NaN,1,9
3,0.792733333330034,0,9
2,0.61976666667033,0,9
6,1.36265000000003,0,9
5,NaN,1,9
9,2.71843333333527,0,9
2,NaN,1,9
8,NaN,1,9
9,NaN,1,9
8,NaN,1,9
3,0.744733333330259,0,9
7,NaN,1,9
9,NaN,1,9
5,NaN,1,9
6,1.62761666666484,0,9
2,0.471783333334315,0,9
3,0.371783333330313,0,9
1,0.349799999999959,0,9
7,NaN,1,9
1,NaN,1,9
1,NaN,1,9
4,NaN,1,9
9,NaN,1,9
4,NaN,1,9
3,1.09270000000015,0,9
2,0.549766666669711,0,9
3,0.299816666665265,0,9
7,0.781766666659678,0,9
8,0.191816666665545,0,9
7,NaN,1,9
3,0.61976666666942,0,9
8,NaN,1,9
3,0.652749999999742,0,9
8,2.61748333333526,0,9
6,1.11670000000049,0,9
1,NaN,1,9
9,0.501766666669937,0,9
7,NaN,1,9
4,NaN,1,9
6,0.543750000005275,0,9
4,0.76573333332999,0,9
9,0.132833333330382,0,9
6,2.53148333333502,0,9
1,NaN,1,9
6,0.465766666670334,0,9
1,NaN,1,9
2,0.122833333330163,0,9
4,1.46163333333016,0,9
7,NaN,1,9
7,0.264816666669503,0,9
7,NaN,1,9
8,NaN,1,9
1,NaN,1,9
8,NaN,1,9
8,NaN,1,9
1,NaN,1,9
9,1.73760000000038,0,9
4,NaN,1,9
2,NaN,1,9
6,0.918683333329682,0,9
5,NaN,1,9
6,1.75558333333538,0,9
5,NaN,1,9
4,NaN,1,9
5,NaN,1,9
9,NaN,1,9
5,2.28750000000036,0,9
3,0.590750000004846,0,9
4,NaN,1,9
2,0.933700000000499,0,9
3,0.53376666667009,0,9
7,NaN,1,9
2,0.703716666665059,0,9
2,0.787716666670349,0,9
4,NaN,1,9
1,NaN,1,9
5,1.66458333333003,0,9
7,NaN,1,9
1,NaN,1,9
2,0.611733333330449,0,9
4,NaN,1,9
7,NaN,1,9
2,0.548750000005384,0,9
1,NaN,1,9
9,0.774733333330005,0,9
2,0.507750000000215,0,9
2,0.657733333334363,0,9
8,NaN,1,9
9,NaN,1,9
1,NaN,1,9
7,NaN,1,9
6,1.42363333332969,0,9
9,NaN,1,9
8,NaN,1,9
7,NaN,1,9
2,0.710733333329699,0,9
4,NaN,1,9
4,NaN,1,9
8,2.0315499999947,0,9
4,NaN,1,9
2,0.851716666665197,0,9
6,0.76666666666506,0,9
7,NaN,1,9
3,1.01668333333464,0,9
8,NaN,1,9
9,1.63659999999982,0,9
4,NaN,1,9
8,NaN,1,9
3,0.567749999999705,0,9
8,NaN,1,9
5,NaN,1,9
2,0.717750000000706,0,9
3,0.437766666665084,0,9
8,NaN,1,9
8,1.87756666666974,0,9
8,NaN,1,9
6,0.79569999999967,0,9
6,NaN,1,9
9,NaN,1,9
4,NaN,1,9
7,NaN,1,9
9,NaN,1,9
5,NaN,1,9
3,0.793733333334785,0,9
3,0.714733333329605,0,9
7,NaN,1,9
1,NaN,1,9
1,NaN,1,9
6,NaN,1,9
6,1.17363333333469,0,9
2,0.830716666665467,0,9
1,NaN,1,9
4,NaN,1,9
7,NaN,1,9
6,2.73343333333469,0,9
9,1.1386666666649,0,9
2,0.537766666669995,0,9
9,3.29234999999517,0,9
6,0.895716666669614,0,9
4,NaN,1,9
5,NaN,1,9
6,1.93553333333057,0,9
3,0.580733333335047,0,9
5,NaN,1,9
7,NaN,1,9
3,0.609766666665564,0,9
5,NaN,1,9
5,NaN,1,9
4,NaN,1,9
5,NaN,1,9
1,NaN,1,9
3,0.532766666665339,0,9
1,NaN,1,9
5,NaN,1,9
3,0.486733333334996,0,9
1,NaN,1,9
9,0.722749999994903,0,9
5,NaN,1,9
2,0.757700000000114,0,9
4,NaN,1,9
8,NaN,1,9
1,NaN,1,9
7,NaN,1,9
5,NaN,1,9
5,2.61246666666466,0,9
7,NaN,1,9
9,2.63943333333009,0,9
3,0.442799999999806,0,9
1,1.32963333333464,0,9
6,0.82970000000023,0,9
3,0.645733333330099,0,9
1,2.42846666666992,0,9
8,NaN,1,9
4,NaN,1,9
9,NaN,1,9
4,NaN,1,9
3,0.683733333329656,0,9
7,NaN,1,9
7,NaN,1,9
8,NaN,1,9
8,NaN,1,9
2,0.947699999998804,0,9
4,NaN,1,9
1,NaN,1,9
1,NaN,1,9
6,NaN,1,9
3,0.751733333329867,0,9
7,NaN,1,9
8,1.8375333333297,0,9
3,0.624733333329459,0,9
3,0.392783333334592,0,9
9,NaN,1,9
2,1.22265000000061,0,9
9,NaN,1,9
6,0.518733333336058,0,9
6,0.831699999998818,0,9
5,NaN,1,9
9,1.38563333333514,0,9
4,NaN,1,9
4,NaN,1,9
7,NaN,1,9
1,NaN,1,9
6,0.548733333330347,0,9
6,0.455799999999726,0,9
4,NaN,1,9
7,NaN,1,9
5,NaN,1,9
2,0.802716666669767,0,9
1,1.10270000000037,0,9
9,0.592733333330216,0,9
7,NaN,1,9
2,0.478766666665251,0,9
3,0.432766666670432,0,9
5,NaN,1,9
9,NaN,1,9
9,2.96643333333486,0,9
6,0.744733333334807,0,9
8,NaN,1,9
2,0.589733333335971,0,9
6,NaN,1,9
9,2.08354999999938,0,9
3,0.699733333330187,0,9
1,NaN,1,9
8,2.4664499999999,0,9
2,0.61973333332935,0,9
5,NaN,1,9
2,0.616750000000138,0,9
4,NaN,1,9
4,NaN,1,9
5,NaN,1,9
2,0.959700000001249,0,9
1,NaN,1,9
5,NaN,1,9
7,NaN,1,9
5,NaN,1,9
6,0.59173333333456,0,9
3,0.459766666665018,0,9
8,NaN,1,9
8,NaN,1,9
8,NaN,1,9
5,2.62748333333366,0,9
3,0.459766666665018,0,9
7,NaN,1,9
8,NaN,1,9
8,NaN,1,9
1,NaN,1,9
9,1.06268333332991,0,9
2,0.535750000000007,0,9
6,1.12668333333386,0,9
9,0.894683333335706,0,9
7,NaN,1,9
7,NaN,1,9
8,NaN,1,9
7,NaN,1,9
4,NaN,1,9
3,0.677750000000742,0,9
7,NaN,1,9
9,1.62058333333516,0,9
4,NaN,1,9
6,0.99369999999908,0,9
9,0.579749999998967,0,9
1,NaN,1,9
9,2.68843333333461,0,9
7,NaN,1,10
3,1.51366666666665,0,10
3,0.62876666666665,0,10
4,NaN,1,10
5,0.21583333333335,0,10
6,1.16173333333335,0,10
1,NaN,1,10
9,NaN,1,10
5,NaN,1,10
8,NaN,1,10
6,0.944733333333346,0,10
5,NaN,1,10
5,NaN,1,10
4,NaN,1,10
7,NaN,1,10
2,0.857766666666492,0,10
3,0.367800000000017,0,10
6,0.484800000000007,0,10
5,NaN,1,10
1,NaN,1,10
7,NaN,1,10
6,1.07969999999997,0,10
8,NaN,1,10
5,0.0488666666665267,0,10
4,NaN,1,10
3,0.504800000000017,0,10
8,NaN,1,10
6,0.567766666666529,0,10
2,0.377833333333484,0,10
7,NaN,1,10
8,NaN,1,10
1,NaN,1,10
6,0.51578333333299,0,10
8,NaN,1,10
2,0.513766666666982,0,10
3,0.342799999999954,0,10
2,0.337800000000016,0,10
2,0.360833333333517,0,10
4,NaN,1,10
2,0.645766666666987,0,10
8,NaN,1,10
1,NaN,1,10
5,NaN,1,10
4,NaN,1,10
4,NaN,1,10
8,NaN,1,10
1,NaN,1,10
6,0.808733333333521,0,10
6,0.398799999999994,0,10
3,0.296816666666984,0,10
5,0.421799999999962,0,10
2,0.280833333333533,0,10
4,NaN,1,10
6,NaN,1,10
8,NaN,1,10
4,NaN,1,10
1,NaN,1,10
7,NaN,1,10
1,NaN,1,10
7,NaN,1,10
9,NaN,1,10
9,NaN,1,10
9,NaN,1,10
3,0.500800000000027,0,10
7,NaN,1,10
2,1.69659999999999,0,10
9,NaN,1,10
9,0.462800000000016,0,10
4,NaN,1,10
8,1.37164999999999,0,10
2,0.0818333333335204,0,10
9,0.634733333332974,0,10
3,0.507799999999975,0,10
7,NaN,1,10
9,0.294833333332917,0,10
7,NaN,1,10
1,NaN,1,10
1,NaN,1,10
5,0.0618333333329701,0,10
9,0.561766666666927,0,10
1,NaN,1,10
6,1.07673333333344,0,10
1,NaN,1,10
5,0.271799999999985,0,10
8,NaN,1,10
7,NaN,1,10
5,NaN,1,10
1,2.32353333333299,0,10
5,NaN,1,10
4,NaN,1,10
3,0.534766666666883,0,10
1,NaN,1,10
6,0.787733333333563,0,10
3,0.30883333333361,0,10
9,0.40176666666639,0,10
1,NaN,1,10
2,0.764733333333425,0,10
7,NaN,1,10
9,NaN,1,10
9,NaN,1,10
7,NaN,1,10
3,1.22168333333366,0,10
4,NaN,1,10
4,NaN,1,10
4,NaN,1,10
1,2.45651666666697,0,10
5,0.0868666666665376,0,10
7,0.0357000000001335,0,10
8,0.0528666666665458,0,10
8,NaN,1,10
6,NaN,1,10
2,0.838733333333039,0,10
2,0.344833333333099,0,10
5,NaN,1,10
9,NaN,1,10
8,NaN,1,10
3,0.347800000000007,0,10
5,NaN,1,10
2,0.660750000000007,0,10
8,NaN,1,10
6,NaN,1,10
9,0.280799999999999,0,10
7,NaN,1,10
9,NaN,1,10
4,NaN,1,10
1,NaN,1,10
8,NaN,1,10
7,NaN,1,10
2,0.888716666667051,0,10
4,NaN,1,10
7,NaN,1,10
9,NaN,1,10
9,2.910433333333,0,10
3,0.342833333333147,0,10
7,NaN,1,10
1,NaN,1,10
6,0.732766666666407,0,10
7,NaN,1,10
3,0.395800000000008,0,10
4,NaN,1,10
8,NaN,1,10
6,0.559766666664927,0,10
9,0.326800000000048,0,10
1,0.210833333335131,0,10
3,0.366816666664818,0,10
5,NaN,1,10
4,NaN,1,10
6,0.383800000000065,0,10
2,0.353766666665024,0,10
3,0.355799999999817,0,10
4,NaN,1,10
6,1.02566666666985,0,10
2,0.286800000000085,0,10
6,0.439800000000105,0,10
3,0.41881666666518,0,10
5,NaN,1,10
2,0.382833333330154,0,10
8,NaN,1,10
8,NaN,1,10
5,NaN,1,10
2,0.488766666665015,0,10
1,NaN,1,10
8,NaN,1,10
3,0.687766666669859,0,10
5,0.350799999999936,0,10
6,NaN,1,10
8,NaN,1,10
2,0.533766666665088,0,10
5,NaN,1,10
5,NaN,1,10
8,NaN,1,10
3,0.743766666665124,0,10
1,0.215833333335013,0,10
3,0.380799999999908,0,10
1,NaN,1,10
7,NaN,1,10
9,NaN,1,10
2,0.53178333332994,0,10
9,1.82259999999997,0,10
8,0.336799999999812,0,10
9,1.24470000000019,0,10
1,NaN,1,10
6,NaN,1,10
1,NaN,1,10
5,NaN,1,10
1,NaN,1,10
7,NaN,1,10
3,0.555799999999863,0,10
2,0.371799999999894,0,10
4,NaN,1,10
2,0.475766666664867,0,10
2,0.329799999999977,0,10
8,NaN,1,10
9,NaN,1,10
6,2.13350000000014,0,10
4,NaN,1,10
5,NaN,1,10
7,NaN,1,10
3,0.617733333334854,0,10
8,NaN,1,10
8,NaN,1,10
1,NaN,1,10
5,NaN,1,10
2,0.567733333335127,0,10
3,0.345800000000054,0,10
4,NaN,1,10
4,NaN,1,10
3,0.466800000000148,0,10
9,NaN,1,10
4,NaN,1,10
4,NaN,1,10
2,1.25666666666484,0,10
3,0.317799999999806,0,10
9,NaN,1,10
3,0.643733333335149,0,10
7,NaN,1,10
7,NaN,1,10
5,NaN,1,10
5,0.376800000000003,0,10
9,0.422766666664756,0,10
1,NaN,1,10
8,NaN,1,10
6,NaN,1,10
7,NaN,1,10
6,0.810733333335065,0,10
1,NaN,1,10
9,0.331766666664862,0,10
7,NaN,1,10
4,NaN,1,10
8,0.119833333330007,0,10
6,0.502766666664911,0,10
4,NaN,1,10
5,NaN,1,10
7,NaN,1,10
9,NaN,1,10
4,NaN,1,10
6,NaN,1,10
7,NaN,1,10
2,1.87353333333022,0,10
2,0.451783333335015,0,10
6,NaN,1,10
6,0.759733333334907,0,10
7,NaN,1,10
2,1.45359999999982,0,10
4,NaN,1,10
4,NaN,1,10
2,0.719700000000103,0,10
8,0.234783333335145,0,10
7,NaN,1,10
2,NaN,1,10
8,NaN,1,10
5,NaN,1,10
6,0.949700000000121,0,10
3,0.387766666664902,0,10
1,NaN,1,10
7,NaN,1,10
3,0.584749999994756,0,10
8,NaN,1,10
3,0.418766666665078,0,10
3,0.343800000000101,0,10
4,NaN,1,10
3,0.389816666670185,0,10
4,NaN,1,10
7,NaN,1,10
6,NaN,1,10
1,NaN,1,10
4,NaN,1,10
8,NaN,1,10
2,0.745733333334783,0,10
3,0.356783333329986,0,10
4,NaN,1,10
1,NaN,1,10
5,NaN,1,10
5,3.16536666667002,0,10
5,NaN,1,10
4,NaN,1,10
9,NaN,1,10
1,NaN,1,10
5,NaN,1,10
5,NaN,1,10
6,0.927683333335153,0,10
1,NaN,1,10
2,0.657750000004853,0,10
6,0.36378333333505,0,10
7,NaN,1,10
9,0.235799999999472,0,10
1,1.83758333333026,0,10
5,NaN,1,10
8,NaN,1,10
3,0.685733333330063,0,10
4,NaN,1,10
1,NaN,1,10
9,0.962666666664518,0,10
6,0.388783333330139,0,10
2,0.995700000000397,0,10
6,0.510749999999462,0,10
1,NaN,1,10
6,NaN,1,10
9,0.414783333335436,0,10
8,NaN,1,10
9,NaN,1,10
3,0.395783333334293,0,10
6,NaN,1,10
9,NaN,1,10
7,NaN,1,10
2,1.12866666666969,0,10
2,0.34479999999985,0,10
9,NaN,1,10
5,NaN,1,10
6,NaN,1,10
4,NaN,1,10
7,NaN,1,10
7,NaN,1,10
2,0.658733333340024,0,10
5,NaN,1,10
9,2.18651666666528,0,10
8,0.319783333334726,0,10
9,0.707733333329998,0,10
8,NaN,1,10
3,0.63473333333468,0,10
7,NaN,1,10
1,NaN,1,10
8,2.72743333333528,0,10
6,0.789733333335334,0,10
6,0.440766666664786,0,10
8,NaN,1,10
4,NaN,1,10
1,NaN,1,10
6,0.733733333335294,0,10
3,0.299783333329742,0,10
6,0.599733333330278,0,10
4,NaN,1,10
8,NaN,1,10
7,NaN,1,10
8,NaN,1,10
2,0.519749999994929,0,10
1,NaN,1,10
1,NaN,1,10
1,NaN,1,10
7,NaN,1,10
2,0.798716666669861,0,10
1,NaN,1,10
6,0.699733333329732,0,10
5,NaN,1,10
9,NaN,1,10
8,NaN,1,10
5,NaN,1,10
2,0.43476666666993,0,10
5,NaN,1,10
5,NaN,1,10
8,NaN,1,10
7,NaN,1,10
4,NaN,1,10
7,NaN,1,10
5,NaN,1,10
2,0.399766666664618,0,10
5,NaN,1,10
1,NaN,1,10
9,1.06368333333467,0,10
7,NaN,1,10
2,0.712716666669621,0,10
8,NaN,1,10
9,0.51175000000012,0,10
4,NaN,1,10
3,0.386783333330641,0,10
7,NaN,1,10
8,2.26751666667042,0,10
4,NaN,1,10
4,NaN,1,10
6,2.2505000000001,0,10
3,0.338783333329957,0,10
5,0.565750000000207,0,10
9,0.613733333334494,0,10
5,NaN,1,10
3,0.616750000004686,0,10
3,0.324816666670358,0,10
8,NaN,1,10
3,0.37078333333011,0,10
3,0.336783333335006,0,10
5,NaN,1,10
1,NaN,1,10
4,NaN,1,10
2,0.512766666669449,0,10
9,0.520766666659711,0,10
2,0.346783333335225,0,10
1,NaN,1,10
2,0.379783333330124,0,10
3,0.317816666670296,0,10
7,NaN,1,10
3,0.483783333330393,0,10
8,NaN,1,10
9,NaN,1,10
6,2.16250000000036,0,10
1,NaN,1,10
9,1.43263333333516,0,10
6,0.972683333334317,0,10
4,NaN,1,10
9,NaN,1,10
9,NaN,1,10
2,0.482766666670159,0,10
7,NaN,1,10
6,0.445749999995314,0,10
4,NaN,1,10
7,NaN,1,10
2,0.493766666670126,0,10
6,0.675749999994878,0,10
3,0.358783333334941,0,10
3,0.343816666664679,0,10
6,2.12751666666463,0,10
5,NaN,1,10
9,2.48546666667062,0,10
7,NaN,1,10
1,NaN,1,10
1,NaN,1,10
2,0.741733333329648,0,10
1,NaN,1,10
8,NaN,1,10
9,3.02539999999954,0,10
5,NaN,1,10
1,NaN,1,10
6,NaN,1,10
4,NaN,1,10
2,0.484750000000076,0,10
4,NaN,1,10
2,0.492799999999988,0,10
5,NaN,1,10
9,NaN,1,10
8,NaN,1,10
9,NaN,1,10
7,NaN,1,10
3,0.54874999999447,0,10
9,NaN,1,10
5,NaN,1,10
6,0.527750000000196,0,10
5,NaN,1,10
2,0.583733333334749,0,10
7,NaN,1,10
7,NaN,1,10
7,NaN,1,10
6,0.572749999994812,0,10
6,0.346766666670192,0,10
7,NaN,1,10
8,NaN,1,10
8,NaN,1,10
8,NaN,1,10
1,NaN,1,10
9,0.573800000000119,0,10
9,0.362783333334846,0,10
7,NaN,1,10
4,NaN,1,10
3,0.609766666670112,0,10
1,NaN,1,10
6,0.514750000004824,0,10
5,NaN,1,10
8,NaN,1,10
1,NaN,1,10
6,NaN,1,10
1,NaN,1,10
2,0.440800000000309,0,10
9,0.504766666669639,0,10
2,0.337800000000243,0,10
3,0.346766666659278,0,10
2,0.362783333330299,0,10
7,NaN,1,10
4,NaN,1,10
4,NaN,1,10
5,NaN,1,10
8,NaN,1,10
6,0.890683333329889,0,10
3,0.295783333330291,0,10
3,0.352766666660045,0,10
4,NaN,1,10
7,NaN,1,10
5,NaN,1,10
8,NaN,1,10
4,NaN,1,10
2,0.4987500000002,0,10
4,NaN,1,10
3,0.340766666670334,0,10
4,NaN,1,10
9,NaN,1,10
5,NaN,1,10
1,NaN,1,10
3,0.360799999999927,0,10
8,NaN,1,10
5,NaN,1,10
1,NaN,1,10
4,NaN,1,10
9,NaN,1,10
6,NaN,1,10
1,NaN,1,10
6,0.865699999999833,0,10
2,0.542766666670104,0,10
7,NaN,1,10
3,0.499766666670439,0,10
6,0.411766666669791,0,10
9,NaN,1,10
1,NaN,1,10
7,NaN,1,10
6,NaN,1,10
8,NaN,1,10
7,NaN,1,10
6,0.624733333329914,0,10
2,0.338799999999537,0,10
7,NaN,1,10
4,NaN,1,10
5,NaN,1,10
2,0.332800000000134,0,10
3,0.340799999999945,0,10
1,NaN,1,10
9,0.542749999995067,0,10
4,NaN,1,10
1,NaN,1,10
8,NaN,1,10
3,0.421783333335043,0,10
2,0.379766666670093,0,10
8,NaN,1,10
1,NaN,1,10
7,NaN,1,10
3,0.477783333335083,0,10
2,0.378799999999501,0,10
5,0.259783333334781,0,10
1,NaN,1,10
8,NaN,1,10
8,NaN,1,10
4,NaN,1,10
6,0.994700000000194,0,10
1,NaN,1,10
8,NaN,1,10
9,NaN,1,10
6,0.628749999995307,0,10
4,NaN,1,10
5,NaN,1,10
9,0.923716666670316,0,10
8,NaN,1,10
4,NaN,1,10
3,0.456783333335352,0,10
9,NaN,1,10
4,NaN,1,10
5,NaN,1,10
2,0.382766666664793,0,10
9,0.50774999999976,0,10
3,0.322799999999916,0,10
9,0.387783333329935,0,10
6,0.36578333333,0,10
4,NaN,1,10
4,NaN,1,10
2,0.423766666669508,0,10
3,0.353783333330284,0,10
6,NaN,1,10
8,NaN,1,10
3,0.439750000005006,0,10
5,NaN,1,10
2,0.337750000000597,0,10
7,0.372766666660027,0,10
5,0.570733333335738,0,10
2,0.396766666669464,0,10
7,NaN,1,10
8,1.63455000000067,0,10
7,0.190783333335276,0,10
1,NaN,1,10
5,0.491733333329648,0,10
7,NaN,1,10
9,0.450749999995423,0,10
5,0.327783333329535,0,10
3,0.329766666664,0,10
7,NaN,1,10
3,0.2588166666701,0,10
8,0.302783333328989,0,10
4,NaN,1,10
1,NaN,1,10
7,NaN,1,10
4,NaN,1,10
1,NaN,1,10
8,NaN,1,10
6,0.402750000004744,0,10
5,NaN,1,10
3,0.369766666660325,0,10
8,NaN,1,10
7,NaN,1,10
9,0.466749999995045,0,10
9,0.376766666669937,0,10
1,NaN,1,10
9,0.364766666670221,0,10
7,NaN,1,10
8,NaN,1,10
2,0.352783333334628,0,10
5,NaN,1,10
7,NaN,1,10
3,0.369766666664873,0,10
2,0.309783333329506,0,10
6,0.760699999999815,0,10
8,0.38474999999471,0,10
2,0.386766666665608,0,10
2,0.365766666664967,0,10
1,NaN,1,10
7,NaN,1,10
8,NaN,1,10
4,NaN,1,10
3,0.479733333329932,0,10
4,2.25048333333507,0,10
2,0.24078333333,0,10
1,NaN,1,10
7,NaN,1,10
2,0.419749999994565,0,10
5,NaN,1,10
4,NaN,1,10
9,NaN,1,10
6,0.96068333333551,0,10
1,NaN,1,10
5,NaN,1,10
8,NaN,1,10
5,NaN,1,10
1,NaN,1,10
7,NaN,1,10
3,0.429766666664364,0,10
3,0.439750000005006,0,10
3,0.33576666666977,0,10
4,NaN,1,10
1,NaN,1,10
1,NaN,1,10
5,NaN,1,10
6,0.518733333329692,0,10
5,NaN,1,10
8,NaN,1,10
2,0.395749999995132,0,10
9,NaN,1,10
7,NaN,1,10
6,0.874666666670237,0,10
4,NaN,1,10
5,2.629450000004,0,10
4,NaN,1,10
3,0.395783333335203,0,10
8,NaN,1,10
9,0.35876666666536,0,10
6,0.358766666664451,0,10
2,0.365733333330354,0,10
9,0.479733333329932,0,10
4,NaN,1,10
6,0.4637500000008,0,10
6,0.407766666664429,0,10
3,0.702700000000732,0,10
6,0.631716666665852,0,10
9,0.449749999999767,0,10
5,NaN,1,10
2,0.460766666665222,0,10
9,NaN,1,10
3,0.34973333333437,0,10
1,NaN,1,10
2,0.356783333334533,0,10
7,NaN,1,10
3,0.47673333333023,0,10
4,NaN,1,10
3,0.348783333334723,0,10
5,NaN,1,10
6,0.416766666665353,0,10
7,NaN,1,10
8,NaN,1,10
9,0.495733333335011,0,10
6,NaN,1,10
2,1.26463333333049,0,10
2,NaN,1,10
4,NaN,1,10
5,0.188799999999901,0,10
5,NaN,1,10
8,NaN,1,10
1,NaN,1,10
7,NaN,1,10
1,NaN,1,10
3,0.626733333334414,0,10
1,NaN,1,10
6,0.156799999999748,0,10
8,NaN,1,10
2,0.417766666670104,0,10
3,0.321800000000621,0,10
9,NaN,1,10
3,0.387766666664902,0,10
9,NaN,1,10
7,NaN,1,10
1,NaN,1,10
5,NaN,1,10
7,NaN,1,10
6,NaN,1,10
4,NaN,1,10
4,NaN,1,10
9,NaN,1,10
3,0.493733333330056,0,10
6,NaN,1,10
5,NaN,1,10
2,1.39359999999942,0,10
1,NaN,1,10
2,1.27363333333415,0,10
8,1.86253333332934,0,10
6,0.581699999999728,0,10
1,NaN,1,10
9,0.666733333335287,0,10
8,1.59056666666493,0,10
7,NaN,1,10
2,0.710733333330609,0,10
3,0.386766666670155,0,10
9,0.426766666664662,0,10
6,0.407766666665339,0,10
8,NaN,1,10
6,2.13649999999961,0,10
8,1.39359999999942,0,10
4,NaN,1,10
3,1.21763333333547,0,10
4,NaN,1,10
1,NaN,1,10
9,0.0997999999999593,0,10
5,1.97953333333498,0,10
5,2.51446666666561,0,10
4,NaN,1,10
2,NaN,1,10
4,NaN,1,10
5,NaN,1,10
5,NaN,1,10
8,NaN,1,10
2,1.42259999999987,0,10
7,NaN,1,10
1,NaN,1,10
4,NaN,1,10
9,NaN,1,10
6,1.00164999999924,0,10
7,2.17649999999958,0,10
7,NaN,1,10
8,NaN,1,10
9,0.474750000000313,0,10
4,NaN,1,10
2,1.3006166666637,0,10
1,1.28359999999975,0,10
5,NaN,1,10
9,2.05151666666461,0,10
2,0.486700000000383,0,10
2,1.22263333333467,0,10
3,NaN,1,10
1,1.46759999999995,0,10
3,0.439733333335425,0,10
6,NaN,1,10
1,NaN,1,10
2,0.997666666664372,0,10
7,NaN,1,10
1,NaN,1,10
7,NaN,1,10
3,0.819700000000012,0,10
1,2.34346666666534,0,10
9,NaN,1,10
7,NaN,1,10
3,0.624716666665336,0,10
6,NaN,1,10
